LABEL,DATE_TIME,preprocessed_txt
0,Thu Jun 18 11:52:30 2009,<s> xdahlia hey try dm follow </s>
1,Sun Jun 07 14:45:14 2009,<s> eee vara quot monopolyä quot eee quot monopoly quot game </s>
0,Mon Jun 22 20:38:06 2009,<s> r u talk sorry confuse </s>
0,Thu Jun 25 05:33:23 2009,<s> want go geography </s>
0,Mon Jun 15 17:44:44 2009,<s> morning pour amp didnt waterproof coat make worse horse blanket isnt waterproof soak </s>
1,Fri Jun 05 16:32:59 2009,<s> finish watch quot twilight quot first time cant wait watch new moon im definitely buy new moon book </s>
0,Thu Jun 25 03:44:19 2009,<s> jadeisla ooooooooooo jade find u find u make thing one follow u follow plz lol xxxx </s>
1,Sun May 03 18:31:03 2009,<s> bendywalker yeah thank good weekend x x </s>
1,Sun May 31 06:35:28 2009,<s> misternoodle hope </s>
1,Sat Jun 06 09:21:28 2009,<s> go enjoy sunshine nice day </s>
1,Sun May 31 16:13:57 2009,<s> wait watch wing hour movie award pathetic look forward year long </s>
1,Fri Jun 05 17:25:22 2009,<s> buy ticket fashion week </s>
0,Tue Jun 16 11:25:09 2009,<s> awesome scarf dinner sad hand hand important </s>
1,Tue Jun 02 06:32:36 2009,<s> tommcfly play summer show least play one old song wonderland route thats play age pls x </s>
0,Fri May 29 12:41:14 2009,<s> feel good eat food gh </s>
0,Fri Jun 19 21:02:12 2009,<s> indian never break bone must suck </s>
1,Sun May 31 23:37:48 2009,<s> u could follow would awesome </s>
1,Fri May 22 02:57:52 2009,<s> mccain55 ubertwitter better lack better course workexpress </s>
1,Sat Jun 06 13:24:46 2009,<s> hhh take best nap everrrr </s>
1,Sun May 31 06:29:28 2009,<s> thx really pride product amp support testimonials speak http </s>
0,Mon May 04 05:43:53 2009,<s> sandysaikman r others blog office sit day huge empty </s>
1,Sun May 31 17:04:01 2009,<s> vinifico like new dig enjoy red stripe </s>
1,Wed Jun 03 04:22:01 2009,<s> hi mom im well miss emmett usual always go hunt without lol where dad </s>
0,Wed Jun 03 09:09:01 2009,<s> really hope find black box air france http </s>
0,Fri Jun 19 17:51:04 2009,<s> bake store fail even exist drive way traffic address see sadness </s>
0,Sun Jun 21 04:55:36 2009,<s> theodorainish really kind weird viral flu </s>
1,Sat May 30 09:19:24 2009,<s> love commercial </s>
1,Mon Jun 15 16:16:47 2009,<s> knittingknots baseball ca stand watch home go stadium totally different matter </s>
1,Sat May 30 18:26:48 2009,<s> stop most roll </s>
0,Fri May 22 04:36:26 2009,<s> msrnbjazz trouble default eh </s>
1,Mon Jun 15 09:56:25 2009,<s> special tour date gt gt http </s>
1,Mon Jun 15 06:07:19 2009,<s> turn cat lava lamp mesmerise pink always plus silver glitter add bonus </s>
1,Mon Jun 01 15:37:28 2009,<s> simplyshannon awesome </s>
1,Fri May 22 02:20:50 2009,<s> lot huge server cabinets full drive arrive warehouse week modern thank mr c </s>
0,Mon Jun 01 15:11:00 2009,<s> reemerband book ive realise ive never tweet feel leave valley xxx </s>
1,Sun Jun 07 17:47:09 2009,<s> hhh way lol local favorite spot </s>
1,Sun May 03 05:58:45 2009,<s> angieelenis dont channel yet contribute soon would like watch </s>
0,Fri Jun 19 23:42:13 2009,<s> arr sore throat </s>
1,Wed May 27 07:19:23 2009,<s> play hey knock cake love cake heroine precious 1 ladies detective agency </s>
0,Sun May 31 05:53:12 2009,<s> wan na work </s>
1,Thu May 14 02:31:16 2009,<s> rustyrockets miya gorgeous race us presence today many us miss xxx </s>
0,Thu May 28 20:43:01 2009,<s> micheleeeex since go vb nc wo come either esp since use fan love ohio </s>
1,Sun Jun 07 02:43:51 2009,<s> old must pretty fit nice </s>
0,Sat Jun 06 23:45:04 2009,<s> way much drama </s>
1,Sun Jun 07 19:38:14 2009,<s> algebra exam tomorrow amp paramore doubt concert </s>
1,Sun Jun 07 13:05:03 2009,<s> cricket fan till see comment blog glad finally someone talk </s>
0,Fri Jun 05 19:35:40 2009,<s> peter11 seriously enough days </s>
0,Mon Jun 15 00:48:30 2009,<s> way airport jakarta soo damn hot </s>
0,Sun May 03 17:48:08 2009,<s> jaleesaja im happy lol im soooooo lt 3 </s>
0,Sun May 31 08:34:36 2009,<s> rafaqat afraid guy work show kind thing like watch truth tell </s>
0,Tue Jun 16 17:29:44 2009,<s> xchadballx joel right epic fail movie yyyy </s>
1,Fri May 29 14:47:01 2009,<s> love </s>
1,Wed Jun 03 05:14:36 2009,<s> romeothecat fur fail </s>
0,Thu Jun 18 08:26:45 2009,<s> friends wont never know much love </s>
1,Wed Jun 03 04:42:13 2009,<s> hunt get sex price pay http love man pic </s>
0,Sun May 31 16:26:10 2009,<s> go late bubble game unless cta kinder thebiglib past </s>
1,Fri May 29 23:42:40 2009,<s> jasontancy thank jason great sit </s>
1,Sun Jun 14 22:49:46 2009,<s> watch camp rock 859407 millionth time </s>
0,Fri May 22 04:41:59 2009,<s> bus leave veronica leave mom car would one like give ride school please </s>
1,Sun Jun 07 03:35:51 2009,<s> fringe look great </s>
0,Sat Jun 06 18:26:40 2009,<s> roddybottum boys safe journey see friday currently sit room keep sing karaoke nm </s>
0,Sun May 31 06:27:40 2009,<s> know darwin sorry wish need make everything right </s>
0,Sun May 31 11:58:55 2009,<s> meet tomorrow oh boriinngggg </s>
0,Fri May 29 09:42:10 2009,<s> wait nickname wake haze sad </s>
0,Sun Jun 07 17:47:52 2009,<s> animal hospital think brandy break foot </s>
1,Sun May 17 11:35:55 2009,<s> leosgifted1 bout time lame lol good tweet allllll day </s>
0,Mon May 18 06:44:17 2009,<s> stress last exam </s>
1,Fri Jun 05 18:25:57 2009,<s> ally wonder get notice one </s>
0,Fri Jun 19 12:02:16 2009,<s> two days im japan noon </s>
1,Fri May 22 03:19:45 2009,<s> dump partner </s>
1,Sat Jun 06 10:20:16 2009,<s> have breakfast st pete beach baby xo </s>
1,Fri May 29 22:06:16 2009,<s> thing happen </s>
1,Sun Jun 07 20:43:32 2009,<s> seriously want tell girl leave alone friday yet want get involve thoughts theaters </s>
0,Fri May 29 21:10:07 2009,<s> recoverhealth appreciate unfortunately link work </s>
0,Fri May 22 03:25:26 2009,<s> airport hhh hate mornings </s>
0,Mon Jun 01 07:08:46 2009,<s> say server busy yada yada next grumpy http </s>
0,Sun May 31 19:35:34 2009,<s> begin suspect phone faulty battery </s>
1,Sun May 31 02:25:40 2009,<s> savagestar hop try sell stuff finally give hope </s>
0,Sat Jun 06 03:07:51 2009,<s> get home last night hospital long week hopefully dont go back anytime soon </s>
1,Sat Apr 18 15:40:06 2009,<s> spend quality time baby niece hail bailey love much brightness day </s>
0,Fri Jun 19 02:37:34 2009,<s> get marcus dinner havent age feel like fatty </s>
0,Mon May 04 02:40:51 2009,<s> nathanfillion castle go cancel </s>
0,Sat Jun 06 21:55:11 2009,<s> chill tha buzz house get ta go home bout tah get n da cab www want 2 tha water fight </s>
1,Wed Jun 03 02:51:00 2009,<s> jus browse thru twitter rt nw although no1 no iz actually diz </s>
1,Mon Jun 15 01:14:51 2009,<s> upload rest pics flickr website check http </s>
0,Fri May 29 23:08:52 2009,<s> feel little </s>
1,Sat Jun 06 13:28:49 2009,<s> follow chris rocker chrishasboobs http </s>
0,Sat Jun 06 08:44:25 2009,<s> aprealbrooke jealous </s>
0,Mon Apr 20 23:54:55 2009,<s> think spoon sick </s>
0,Sun Jun 07 15:49:52 2009,<s> doubleickey thing happen all time real annoy </s>
1,Sat May 30 08:55:23 2009,<s> kerryberry happy happy anniversary believe year already </s>
0,Sat Jun 20 09:42:19 2009,<s> mood slip someone something nice brooklynblack u </s>
1,Sat Jun 06 01:05:18 2009,<s> funny night intense end dodgers </s>
1,Sat Jun 06 12:40:32 2009,<s> finish wash car help baby </s>
0,Fri Jun 19 10:59:23 2009,<s> suaveguy321 lot people ones say use much battery </s>
1,Sun May 31 04:40:38 2009,<s> doctorpancreas pls follow diz sorry trouble </s>
1,Sun May 17 21:12:46 2009,<s> http thank guy still unedited yay </s>
1,Fri May 29 17:28:55 2009,<s> ja423 boo get </s>
0,Fri Jun 19 14:00:26 2009,<s> wow youtube maintenance back shortly world </s>
0,Mon May 04 07:13:38 2009,<s> bobshrunkle click link expect see picture facebook something </s>
0,Tue Jun 02 21:21:04 2009,<s> jessiwithoutyou </s>
1,Sun May 17 23:15:59 2009,<s> anansha yeh kind find flat chance live yet weather gorgeous </s>
0,Fri May 22 06:39:22 2009,<s> tinytwitter want work mobile </s>
1,Sun Jun 07 02:24:25 2009,<s> word describe </s>
1,Fri Jun 05 15:11:24 2009,<s> janjohannesson bedside onto </s>
1,Mon Jun 01 03:48:53 2009,<s> maths longer care circumference circle find miss angle study leave good </s>
1,Fri May 29 00:19:43 2009,<s> love hate </s>
0,Fri May 22 08:40:43 2009,<s> get ready work jason say go even feel good </s>
1,Mon Jun 15 07:03:44 2009,<s> work almost do schooooool finally </s>
0,Mon Apr 20 02:42:15 2009,<s> move early tomorrow morning want sleep </s>
1,Wed Jun 03 07:09:12 2009,<s> 0 </s>
0,Sat Jun 20 03:16:24 2009,<s> gutted fly today see best friend birthday biggest amount coursework </s>
0,Fri Jun 05 09:21:10 2009,<s> london88 seem like long time sp lol u work tonight xxxx </s>
1,Fri Jun 05 17:17:28 2009,<s> come follow xx </s>
1,Mon Jun 01 09:13:47 2009,<s> brazil tomorrow </s>
1,Tue Jun 16 03:00:59 2009,<s> eqfacebookgrp thank many work </s>
0,Wed Jun 03 00:13:31 2009,<s> www neck hurt </s>
1,Sun Jun 14 22:33:41 2009,<s> aubreeeey already know hoe miss ya haha </s>
0,Sun Jun 21 05:02:19 2009,<s> max like pic send yesterday </s>
1,Sun May 17 23:56:31 2009,<s> julia062 oh like wo de kai lai haha multiply </s>
1,Fri May 29 10:32:43 2009,<s> sharenwatson spirit share </s>
0,Sun May 31 19:12:22 2009,<s> amaze weekend summer class start tomorrow </s>
0,Sun May 31 23:12:22 2009,<s> hop headache stop try go sleep remember kid seem get lot lately </s>
0,Sun Jun 14 23:24:01 2009,<s> onicajay turn right download wont work emo time </s>
1,Mon May 18 05:55:38 2009,<s> irishdeafkids hi caroline thank follow amp thank blog post spec read </s>
1,Mon Jun 01 15:57:30 2009,<s> phantomsarelame name fit together perfectly also thank free track chance new ep quot late quot discotexas ace </s>
0,Sun Jun 07 04:45:12 2009,<s> poor brother try dry shirt beer towel freeze cold http </s>
0,Fri Jun 19 02:49:42 2009,<s> gh awake bed day early awake ick hangover last night </s>
1,Mon Jun 01 11:04:15 2009,<s> jerzygrllys favorite band </s>
0,Wed Jun 03 06:12:27 2009,<s> extremely bore </s>
0,Sun May 31 01:23:26 2009,<s> get outside ebay auction </s>
1,Wed Jun 03 02:16:13 2009,<s> thank technicalfault marykunzgoldman sicklittlefox thsteininger joanpatrick lucypope infiniteemily cathvontrapp </s>
1,Sun May 10 19:21:10 2009,<s> dream 2 sri lanka girls come exchange students get unbelievable close go back sri lanka </s>
1,Sat May 30 18:28:18 2009,<s> wake nobody home eat chocolate cake breakfast </s>
0,Fri Jun 05 15:38:39 2009,<s> you change picture try let </s>
0,Sun Apr 19 02:05:29 2009,<s> work leg footy bicentennial time work </s>
0,Sun May 03 04:36:48 2009,<s> wish could order chocolate deliver like pizza hut baby bed ca go </s>
0,Sun May 31 04:19:43 2009,<s> range91 allow one usable im address per contact </s>
0,Mon May 18 03:07:42 2009,<s> sleep day </s>
0,Wed Jun 24 22:55:44 2009,<s> ow wrist hurt </s>
0,Mon Jun 15 18:48:58 2009,<s> beware never order anything circutcity horrible warn here </s>
1,Sun May 31 07:54:47 2009,<s> feeeeeeeeeeeeeeling pretty darn good </s>
0,Sun May 31 10:23:25 2009,<s> officially sick morning wake stuff good consider week ahead </s>
0,Sun Jun 07 17:04:33 2009,<s> mini hospital </s>
1,Mon May 18 07:28:19 2009,<s> bigwormy hey worm birthday today </s>
1,Fri May 22 04:18:21 2009,<s> come witty intelligent question </s>
1,Wed Jun 03 03:21:04 2009,<s> pazzafied get early entries concert exclusive stuff yeah </s>
1,Mon Jun 15 17:09:13 2009,<s> promedia hope love even surprise </s>
1,Sat Jun 06 21:05:04 2009,<s> jennieaguirre yeah get new tbs album great </s>
1,Thu May 28 21:12:24 2009,<s> secretlifefan22 okay huge thunderstorm amaze </s>
1,Sun Jun 07 21:04:06 2009,<s> cuddlebum anything learn b positive faith sometimes clarity come u least expect </s>
1,Fri Jun 05 09:29:11 2009,<s> joshuamarch contrast enjoy weekend </s>
1,Mon May 18 00:44:34 2009,<s> try go sleep ca back haha </s>
1,Sun Jun 07 14:16:53 2009,<s> bed gon na dye hair tomorrow colour answer postcard </s>
0,Tue Jun 16 01:10:08 2009,<s> sexykellyc yes sad </s>
1,Sun May 10 05:58:09 2009,<s> need crap good night speak u tomorrow </s>
1,Sun Jun 07 07:36:01 2009,<s> new cover try jesse barrier jessebarrera quot try quot cover contest check http </s>
0,Mon Jun 22 14:07:17 2009,<s> sorry thats complaints want go er </s>
1,Sun May 03 00:51:04 2009,<s> get go bed start 3 layouts code tomorrow </s>
0,Sun May 31 06:10:27 2009,<s> spend day bff chapman85 leave next week take baby </s>
1,Mon Jun 01 01:09:58 2009,<s> thelarssan sure worry happy </s>
0,Mon May 18 04:35:19 2009,<s> church involve r call 2b thru christ would b need 4 bank </s>
1,Mon Jun 15 08:14:29 2009,<s> mydarlingemma really stalk short stack well kind come perth panic live miles away lt </s>
1,Sun May 31 04:42:58 2009,<s> morning thank like </s>
0,Fri May 29 17:21:30 2009,<s> lolbethie sound great right ridiculously hot house </s>
1,Sun May 17 23:10:02 2009,<s> seriously want debut right eeeeee </s>
1,Fri Jun 05 08:43:48 2009,<s> hey remember sandy homestead </s>
1,Mon Jun 15 09:52:42 2009,<s> djalizay soon state u back u ask n dc already say nah 8pm im always n dc tho u ga see </s>
1,Thu May 28 23:25:11 2009,<s> lol cheek boy ok see music might able get around yay </s>
1,Mon Jun 15 16:13:06 2009,<s> niteguardianx thank soon get put </s>
0,Tue Jun 16 18:41:50 2009,<s> dms r work tweet wo let recommend ppl boy need new computer lol </s>
1,Wed Jun 03 09:17:54 2009,<s> dannidanishyo haa wow must hard u work bakery live bakeries hope work day go fast </s>
0,Wed Jun 17 07:39:50 2009,<s> r2e2 sorry fill experience good one contact us website make sure data base </s>
0,Fri May 29 01:04:52 2009,<s> think forget mention people video </s>
0,Mon Jun 15 11:48:12 2009,<s> grieve though grieve cause suffer </s>
1,Thu May 14 02:47:11 2009,<s> map coffee cookies ready </s>
1,Mon Apr 20 22:56:00 2009,<s> kelly86 haha enjoy sure bout btw brownish make amaze bake together sometime </s>
1,Fri Jun 05 15:31:35 2009,<s> nelawish </s>
0,Sun May 17 11:13:37 2009,<s> 3turnoffwords crappy ipod speakers </s>
0,Sun May 10 18:20:33 2009,<s> dude suck totally didnt get carve </s>
0,Sun May 31 14:29:58 2009,<s> wan na go london meet fly lucky friends </s>
0,Fri Jun 05 22:15:25 2009,<s> morning need miles add legs oh tire </s>
0,Wed Jun 17 04:02:11 2009,<s> good morning everyone cook kitchen today mine still paint cook </s>
0,Sun May 03 10:05:59 2009,<s> suckahpunch hug sorry hear go one 3 weeks ago friends 2 yr old </s>
1,Sun Jun 07 10:36:10 2009,<s> sarahbelle93 lol go swim </s>
0,Fri Jun 05 13:32:51 2009,<s> jordandaly big brother bore </s>
1,Sat May 30 09:35:28 2009,<s> clairemsp trans alot </s>
1,Tue Jun 02 02:54:53 2009,<s> like first time see luke age nice see good time </s>
1,Sun Jun 07 01:21:53 2009,<s> haha twilight trend topics must admit didnt mind book though </s>
1,Mon Jun 01 22:23:59 2009,<s> wave good night lovely friends hug hope sweet dream sweater days </s>
1,Sun Apr 19 03:23:42 2009,<s> sash dad wake early everyone still asleep go go ride get coffee </s>
0,Sun May 10 20:40:48 2009,<s> sigh alpha males go </s>
0,Mon Jun 15 17:03:10 2009,<s> jessilynn15 different reason tho </s>
0,Sun Jun 21 07:13:50 2009,<s> oh wow forget acct protect guess u wont get reply amp know one 1st 50 boo suck </s>
1,Wed Jun 03 01:38:45 2009,<s> schoooool look forward school trip </s>
0,Fri May 22 06:54:09 2009,<s> work head cant get twitter work phone </s>
0,Mon Jun 01 22:07:23 2009,<s> bjgotnext chelmarie1969 need bj comic relief man do suck mood 2site </s>
0,Fri Jun 19 16:24:50 2009,<s> tommcfly write good songs try write songs dont get anywhere sound awful haha xx </s>
1,Sun May 03 21:12:07 2009,<s> newt0 think </s>
1,Mon Jun 01 22:42:00 2009,<s> dj hero party travis kill </s>
0,Tue Jun 02 03:38:03 2009,<s> book get meet lunch know mean overrun eat late hungry today well </s>
1,Sun Apr 19 23:27:30 2009,<s> sophielynette say something bring guy somewhere lack keep twitter </s>
0,Thu Jun 25 09:36:21 2009,<s> marshal statusnotifier work </s>
0,Sun Jun 21 01:28:03 2009,<s> franserraga old tweet sayyyyyyyy </s>
1,Sun Apr 19 02:12:44 2009,<s> lilicosic know close realise go past meet almost 5 months lot tweet per day </s>
0,Mon May 04 02:52:54 2009,<s> bank holiday mean heatworld forget latimes </s>
0,Wed Jun 17 01:03:54 2009,<s> feel snarky today dsushee wake 90 minutes early starbucks white mecha amp nothing ipod want listen </s>
1,Fri May 22 05:36:56 2009,<s> haha go back bed mono bitch christ lt 3they </s>
1,Sun May 03 10:07:23 2009,<s> hello twitter </s>
0,Mon Jun 15 17:36:23 2009,<s> watch insider live save miley cyrus break nick mmm old news im angry </s>
1,Mon Jun 01 19:02:18 2009,<s> karamarzilli www thank kara really hope help tweet morning </s>
0,Thu Jun 18 20:32:57 2009,<s> bum go hurt paul come home </s>
0,Sun Jun 07 14:08:39 2009,<s> announcement receive phone call texts quot phone quot pretty much grid sad email </s>
1,Sat May 02 02:25:58 2009,<s> danielskowalski thank think write something everyone </s>
0,Thu Jun 25 06:29:05 2009,<s> really wan na go pool today work </s>
1,Tue Jun 02 20:25:50 2009,<s> lincolnbuff2 come round us 5 </s>
0,Fri Jun 05 21:44:35 2009,<s> catharsiss think everyone else go bed </s>
1,Wed Jun 03 01:38:19 2009,<s> jasminelynn88 problem like say respond 2 u u didnt say anything talkin 2 quot quot </s>
1,Tue Jun 02 23:39:35 2009,<s> mmitchelldaviss http good call </s>
1,Fri May 29 19:10:13 2009,<s> marleematlin omg mallee much closer maria 18 alice ever worry </s>
0,Fri Jun 19 16:13:50 2009,<s> xoxoroxyxoxo last day school http </s>
0,Mon Jun 22 15:54:27 2009,<s> falloutkid07 chew worry u glad see u r pray injure amp kill </s>
0,Fri Jun 19 08:26:49 2009,<s> cctjoh think afford win iphone 3gs squarespace today </s>
0,Thu Jun 18 19:29:04 2009,<s> thirty lazy go get something beer </s>
0,Tue Jun 16 19:31:50 2009,<s> nileyroxs567 gh nothing listen music and min go sleep u </s>
1,Sun Jun 07 20:23:12 2009,<s> back use happy darn hard tweet use mobile phone thank reliable snap </s>
0,Tue Jun 23 11:37:52 2009,<s> donate blood saturday bunch friends afraid needle blood time get really sick </s>
1,Tue Jun 02 08:00:01 2009,<s> animalhouse4384 hug im great really busy these past days cant stay long either </s>
1,Sun May 17 03:20:55 2009,<s> http cute dress norwegian flag 15 min ago </s>
0,Mon Jun 15 01:17:19 2009,<s> think get sick </s>
1,Wed Jun 03 03:24:34 2009,<s> finals road test </s>
0,Tue Jun 16 05:07:27 2009,<s> test </s>
1,Tue Jun 16 03:07:09 2009,<s> morning really good dream great morning </s>
1,Wed Jun 03 04:25:54 2009,<s> paolotarray well do lol believe call gold star </s>
1,Sat May 09 21:56:48 2009,<s> stewart0220 know great </s>
1,Sat Jun 06 16:04:42 2009,<s> get sleepy always nice end night one slip sunday mmmmmmmmmmmmmmmm http </s>
1,Fri May 01 22:41:03 2009,<s> ok take back scratch </s>
0,Sun May 03 02:36:45 2009,<s> http x oh josh gon na die guy soon </s>
0,Sun May 10 19:55:30 2009,<s> watch magic lose </s>
1,Fri May 29 12:31:42 2009,<s> favorite sandwich right babel smoke salmon paper cream cheese also good alfalfa sprout tomato </s>
1,Sat May 30 01:47:06 2009,<s> suit things know http </s>
0,Wed Jun 17 06:11:09 2009,<s> yeah ex </s>
0,Sun Jun 07 15:20:42 2009,<s> get home shoot jennhoffman stop need nap bad wah wah wah complainnnnn gray </s>
1,Mon Jun 15 02:41:43 2009,<s> angle66 footy winstanley beat brother record policy catch food fall fridge </s>
1,Sun May 03 21:16:58 2009,<s> forget tweet think adorable jacob like disney channel </s>
0,Sun May 03 19:26:27 2009,<s> dummy hurt bad right </s>
0,Wed Jun 17 21:27:36 2009,<s> need vacation vacation time want </s>
1,Sun Apr 19 08:45:10 2009,<s> meheyla id rather go lake haha ill teach u swim know im sooooooooo slow </s>
0,Mon Jun 22 19:24:36 2009,<s> get sick issue happen people stuff up fix thats life lead </s>
1,Fri May 22 07:30:17 2009,<s> mikecane thank mike </s>
1,Sun Jun 07 03:56:44 2009,<s> lunch moment check dm </s>
0,Sat Jun 20 15:52:44 2009,<s> behemothjc ya fi </s>
0,Tue Jun 16 23:52:37 2009,<s> 2was gray jknowtruth </s>
1,Sun May 31 12:50:48 2009,<s> daisymoonstars thank great time certainly eat enough cupcakes well xd </s>
0,Mon Apr 20 01:17:42 2009,<s> mileycyrus sad </s>
0,Mon Apr 20 06:24:24 2009,<s> dream last night lose followers 5 </s>
1,Mon Jun 01 07:00:31 2009,<s> dont walk text trip go stairs lol still great day tho </s>
1,Mon Jun 01 17:22:09 2009,<s> grandmasheila ranggrol square6 marywebbjones 4dams thank 4 </s>
1,Sun May 17 11:17:35 2009,<s> rod76 time </s>
1,Mon Jun 01 01:07:45 2009,<s> becnewman yeah bro swap saturday night well work better keen </s>
1,Sun Jun 14 22:50:02 2009,<s> trekking23 thx norton tip try </s>
1,Mon Jun 01 16:25:27 2009,<s> feel like cook tonight grill chicken breast lemon pepper reason vegetables dummy </s>
0,Sun Jun 21 05:45:42 2009,<s> backup234 wait ignore contest already </s>
1,Sun Jun 07 15:33:58 2009,<s> might get another dog soon </s>
1,Mon Jun 15 04:22:15 2009,<s> bright sunny day lunch old friend look forward life good </s>
0,Mon May 18 05:11:12 2009,<s> shimmylicious french voodoo know land haha abandon us go college lol </s>
1,Mon Jun 01 15:59:15 2009,<s> 0 </s>
1,Sun Jun 07 06:59:37 2009,<s> take coffee </s>
0,Sun May 31 11:20:43 2009,<s> mileycyrus miley delete fb please beg u add promise wnt annoy u much please beg </s>
1,Fri May 29 23:34:21 2009,<s> love drink dan family without find </s>
1,Sun May 31 18:48:57 2009,<s> rattpakkrush miss area drive 6 hours call still call get ta luv bridge cross </s>
1,Tue Jun 02 23:43:52 2009,<s> gulpanag value </s>
0,Fri May 01 21:23:54 2009,<s> tonight kind lame damn friends fail fail hopefully much better </s>
1,Sun May 17 04:21:53 2009,<s> kea34 mmm mat check pass drink xbox take away </s>
0,Wed Jun 17 20:34:43 2009,<s> gaylechance www sorry still school summer </s>
0,Sun May 31 09:16:45 2009,<s> friend naomi413 go home house </s>
0,Sun May 31 17:32:05 2009,<s> wish live call could go movie award </s>
1,Fri May 22 03:47:58 2009,<s> stonewallers look copywriter wish know code xhtml </s>
0,Mon Jun 01 13:21:22 2009,<s> cartoonandrew ohhhhhh </s>
0,Thu Jun 18 09:05:21 2009,<s> back fix stop respond issue pair pair still get stick sync screen </s>
1,Fri Jun 05 13:38:51 2009,<s> melamachinko yes next week send invite unite </s>
1,Sun May 31 08:45:20 2009,<s> tell yeah see luishandshake playradioplay shittiest venue existence july </s>
1,Mon May 18 07:05:18 2009,<s> love north earthquakes tornado hurricanes come park nyc </s>
1,Sun Apr 19 05:58:55 2009,<s> good morning state play terrific last night russell crowd good actually go check </s>
1,Tue Apr 21 01:51:17 2009,<s> thesourceress yep nick say would come well </s>
1,Thu Jun 04 22:59:20 2009,<s> totally wid monarchy affiliate cup long weekend baby </s>
0,Sun May 10 18:19:55 2009,<s> miss alexis molly </s>
1,Sat Jun 06 05:42:31 2009,<s> mel0d wow thats be deal would love stuff like chicago far fun hon try take pix </s>
1,Sun May 31 19:27:11 2009,<s> guitardragon upload amp publish studio work last night please visit amp link health care thank </s>
1,Wed Jun 03 03:24:29 2009,<s> think enjoy history exam much go fish amp chip shop lodie kai korea amp catherine </s>
1,Sun May 10 19:06:32 2009,<s> hhh finally figure twitpics upload send old ones think right </s>
0,Sat Jun 06 08:19:19 2009,<s> whats go football </s>
1,Mon May 11 22:08:37 2009,<s> kitkatz91 mfa be nah im sure theres heap people get ta find here </s>
0,Mon Jun 15 11:07:34 2009,<s> lizwoolly good ca listen hotel radio listen via player tomorrow hopefully </s>
0,Mon Jun 15 23:15:55 2009,<s> lt feel sad 24 followers must bore </s>
0,Fri May 29 16:55:50 2009,<s> 1045chumfm oh ok know courthouse id either learn not twitter steal pic hat </s>
0,Tue Jun 02 02:40:55 2009,<s> doesnt like work much today </s>
0,Wed Jun 24 23:02:14 2009,<s> catfuel poor tucker need catch </s>
0,Sat May 02 22:02:03 2009,<s> rip jack keep great american patriot always want meet never </s>
1,Sun May 10 19:46:27 2009,<s> ladies gentlemen arrive http </s>
1,Sun May 31 02:56:27 2009,<s> morning look clock yep still morning p </s>
1,Fri Jun 05 16:45:01 2009,<s> lot meet weekend tellllll </s>
1,Sun May 31 12:18:27 2009,<s> breakfast time </s>
1,Fri May 29 09:36:19 2009,<s> clean makeup </s>
1,Sun May 31 05:47:13 2009,<s> new glass </s>
0,Sun May 10 03:32:32 2009,<s> mister win xp see fine </s>
1,Sat Jun 06 18:54:20 2009,<s> greatfitness thank kindly daniel </s>
0,Fri Jun 19 19:11:51 2009,<s> sitter house watch video leave san diego miss baby love fun cry www need hug </s>
1,Mon Jun 01 07:54:40 2009,<s> french toast sound dummy </s>
0,Tue May 26 23:18:05 2009,<s> jun buffet classmates bye guy separate surprise cup lot teachers wonder semifinal3 result </s>
0,Mon May 04 03:21:13 2009,<s> restless nights sleep cheesecake </s>
0,Sun Jun 07 04:56:30 2009,<s> t0othache need see dentist im scar haha </s>
1,Thu May 28 22:56:53 2009,<s> thank guy </s>
0,Sun May 31 10:58:57 2009,<s> one year since time low concert miss </s>
1,Sun Jun 07 01:37:36 2009,<s> get back belcourt saw quot fifth quot awesome upload photos friday tonight </s>
0,Mon Jun 15 09:52:58 2009,<s> damnnnnn mama didnt know like sorry hear </s>
1,Sun May 31 16:34:08 2009,<s> tyrstag mmm show ws like angry beaver regret educational cartoon like </s>
1,Mon Apr 20 05:09:25 2009,<s> matter contrast feature </s>
1,Sun Jun 07 15:44:27 2009,<s> sedonadreammakr wish ha native american grp hull dance equal plaza come plenty </s>
0,Sun May 31 15:27:09 2009,<s> awake sick tire </s>
0,Fri Jun 19 00:25:55 2009,<s> ca much need laundry resort shave legs wear dress mood dress tomorrow </s>
0,Wed Jun 17 18:39:46 2009,<s> sister huge make feel bad fer ppl git sup burn der face </s>
0,Tue Jun 23 07:46:08 2009,<s> wish float adriatic right miss pop </s>
1,Sun May 17 02:41:20 2009,<s> bananabby love song david funny sa hm episode </s>
1,Fri May 29 18:29:43 2009,<s> old world faire sons school glad hope mean get </s>
0,Fri May 22 03:25:57 2009,<s> mystery slide check methodology check report oh wait damn shake fists horrible friday night </s>
1,Wed Jun 03 09:38:22 2009,<s> prepare interview keep prayers </s>
1,Sun May 31 16:26:05 2009,<s> queensapphyre could </s>
0,Fri May 29 21:09:12 2009,<s> band meet cancel </s>
0,Sun Jun 07 08:30:02 2009,<s> orissa545 slightly drown say </s>
0,Thu Jun 25 07:09:58 2009,<s> hair straighten join ed mcmahon bea arthur 2009 celeb graveyard </s>
0,Thu Jun 18 23:38:23 2009,<s> doomsday wish u gon na b warp </s>
1,Sun Apr 19 04:23:08 2009,<s> go make hot chocolate visit favourite music blog http </s>
