LABEL,sentances
0,@JessiWithoutYou   
1,@Anansha yeh kind of.... I found a flat and all just haven't had the chance to live in it yet! the weather is gorgeous out here 
0,TinyTwitter don't want to work on my mobile 
1,Words cannot describe. 
1,@janjohannesson bedtime for Gonzo too 
1,NO MORE MATHS!! No longer will I have to care about the circumference of circles and finding missing angles...  study leave is good! 
1,I love that you hate me 
0,Getting ready for work....Jason says I have to go in even if I don't feel good 
1,doing work  almost done schooooool finally!
0,Moving early tomorrow morning..  I want sleep!
1,You do now 
0,gutted not to be at mcfly today. and for not seeing my best friend on her birthday. and to have the biggest amount of coursework to do D: 
0,@jonbon88 how you doing? seems like long time no spk  lol u working tonight? Xxxxxx
1,come and follow me    xx
1,is brazil tommorow 
1,"@EQFacebookGRP thanks Mandy, it worked "
0,awww my neck hurts!! 
1,@Aubreeeey You already knoww hoe  I misss ya 'babygirl'! Hahaha
0,@mxbx you didn't like the pic I sent you yesterday? 
1,@julia062 Oh! I like Wo De Kuai Lai. Haha. What's your multiply? 
1,"@SharenWatson I was there in spirit, Sharen.  "
0,I had such an amazing weekend!!!!!!  Summer class starts tomorrow 
0,"hoping my earache stops before i try to go to sleep. i don't remember having them as a kid, but seem to get them a lot lately. "
0,@onicajay my turn right i downloaded wont work  EMO TIME!
1,"@irishdeafkids hi Caroline thanks for following &amp; thanks for the blog post about the SPWC, I just read it "
1,"@PhantomsAreLame our names fit together perfectly  also thank you for the free track, any chance on a new EP? &quot;Late&quot; on discotexas was ace"
0,My poor brother is now trying to dry his shirt with a beer towel! We're both freezing cold  now   http://twitpic.com/6tnnx
0,Ugh awake in bed on my day off...it's too early to be awake! Icky hangover from last night 
1,@Jerzygrllys who's your favorite band? 
0,Is Extremely Bored 
0,I got outbid on that eBay auction 
1,"THANKS  @technicalfault @ramrod_newell @MaryKunzGoldman, @sicklittlefox @thsteininger @joanpatrick @lucypope @infiniteemily @Cathvontrapp"
1,had a dream that 2 sri lankan girls came as exchange students and we got umbelievably close i went back to sri lanka with them! 
1,I woke up.. and nobody was home :s so i ate chocolate cake for breakfast 
0,how do youu change your picture? I tried to... But it didn't let me 
0,"Corked leg from footy at bicentennial  time to work...,"
0,I wish you could order chocolate to be delivered like pizza. 'Chocolate Hut' or 'Chocimos' - baby in bed so can't go out 
0,@ranga91 And it only allows one usable IM address per contact too 
0,Sleepin all day 
0,Ow! My wrist hurt 
0,Beware: NEVER ORDER ANYTHING FROM CIRCUTCITY! They are horrible. This is a warning  hehe
1,i am feeeeeeeeeeeeeeling pretty darn good. 
0,"I'm officially sick this morning... woke up all stuffy, not good considering the week I have ahead of me "
0,My mimi is in the hospital 
1,@bigwormy hey Worm! It's my birthday today! 
1,@joe_hill I have to come up with a witty and intelligent question now 
1,"@Pazzafied you get early entries into concerts, exclusive stuff and yeahh. "
1,@promedia hope he loves it even if it isn't a surprise 
1,"@jennieaguirre yeah, i got the new TBS album. it's great "
1,@SecretLifeFAN22 It's okay.  We just had a huge thunderstorm! It was amazing!
1,@Cuddlebum if there's anything I've learned its to b positive and have faith..sometimes clarity comes when u least expect it 
1,@joshuamarch Congrats  Enjoy your weekend 
1,"I'll try to go to sleep, but if I can't I'll be back.  haha."
1,"I'm off to bed. Gonna dye my hair tomorrow, what colour? Answers on postcard "
0,"@SexyKellyC Yes, very sad. "
1,"@Lady_Twitster no I don't need that crap...good night, and will speak to u tomorrow!!! "
1,NEW COVER UP of Try - Jesse Barrera for @jessebarrera &quot;Try&quot; Cover Contest! Check it out!  http://bit.ly/DmvFY
0, sorry my twats are all complaints. But i don't want to go to the ER. 
1,Got to go to bed. Started 3 layouts. Will code them tomorrow. 
0,Spending the day with my bff @tchapman85. She's leaving me next week and taking my baby with her 
1,"@thelarssan sure, why not! Don't worry, be happy "
0,"@JMC_Ministries Churches aren't involved as we r called 2b thru Christ. If we were, there wouldn't b need 4 shelters/food banks. "
1,@mydarlingemma I can really stalk short stack  well. kind of. when they come to perth I will  but panic all live 9000- miles away D:&lt;
1,@Honest_bAbe Morning to you too and thanks I like it too 
0,@lolbethie that sounds great right about now. It's ridiculously hot in my house 
1,I seriously want donuts right now!! eeeeeek! 
1,hey remember me Sandy from Homestead 
1,@djalizay i soooo txted u back! u asked was i n dc already i said nah @ 8pm....im alwys n dc tho! so u gna be seein me 
1,"@1_50_1 LOL! You're a cheeky boy! Ok, I'll see what I can do with your music - I might be able to get it around YAY! "
1,@niteguardianx  thank you!  As soon as I get more I will put them up.
0," now my DMs R not working, and MrTweet won't let me recommend ppl, boy I need a new computer! LOL"
1,@dannidanishyo haa! Wow that must be so hard! U work at a bakery? I live bakeries! I'm doing ok. Hope your work day goes by fast 
0,@R2E2 sorry your refill experience wasn't a good one  contact us on our website www.bondno9.com to make sure your in our data base!
0,I think I've forgotten to mention some people on my video 
0,he can be grieved though...Grieved:  to cause to suffer.  
1,@mikap  we have coffee and cookies ready for you  
1,"@kelliv86 haha. enjoying it for sure. How bout you? Btw, the brownies I made were amaaazing! We'll have to bake together sometime. "
1,@Nelawish 
0,#3turnoffwords Crappy iPod speakers 
0,"dude, that sucks, i totally didnt get carded "
0,wanna go to london and met mcfly guys.since i'm not lucky as my friends 
0,Morning all!need the miles to be added up in my legs (but am oh so tired too  )
0,"Good morning, everyone! What's cooking in your kitchen today? Mine: still painting. No cooking for me "
0,"@suckahpunch Hug's, sorry to hear that, I had to go to one 3 weeks ago for my friends 2 yr old "
1,"@sarahbelle93 Lol, I'm going swimming too! "
0,@jordandaly big brother is very boring 
1,@clairemsp tians alot 
1,was like the first time i'd seen luke in ages too!  nice seeing him. Good times.
1,"hahaha @ #twilight on trending topics, i must admit i didnt mind the books though "
1,"*waves* Good Night, my lovely friends.  *hugs* Hope for sweet dreams and sweeter days for you all! "
1,ssshh...Dad just woke me up early. Everone is still asleep.  We are going to go for a ride and get some coffee 
0,*sigh* where have all the alpha males gone? 
0,@jessilynn15 me too  for a different reason tho :/
0,oh wow i forgot my acct was protected..guess u wont get my reply @b_club &amp; i know i was one of the 1st 50...boo..sucks to be me 
1,"schoooool, looking forward to the school trip "
0,working and then heading out cant get Twitter to work on my phone 
0,@BJGotNext  @chelmarie1969  need some of BJ's comic relief...her man done fucked up her mood 2nite 
0,@tommcfly how do you write such good songs? i've tried writing songs and i dont get anywhere or they just sound awful  haha xx
1,@newt0 more than you'd think. 
1,@the dj hero party.... Am and travis are killing it 
0,"Booo, I've got a meeting just before lunch. You just know that means it'll overrun and I'll have to eat late  I'm hungry today as well!"
1,"@sophielynette no you just said something about bringing a guy with you somewhere, is all, i am slacking on keeping up with twitter. "
0,@Marshalus StatusNotifier doesn't work. 
0,@franserraga what did her old tweets sayyyyyyyy 
1,"@LiliCosic I knew I was close,but didn't realise when I went past!I've been tweeting for almost 5 months,that's a lot of tweets per day! "
0,"WHAT?! bank holidays mean @heatworld aren't on  i forgot, badtimes"
0,"Is feeling narky today. @DSushee wakes me up 90 minutes early, startbucks have no white mocha &amp; nothing on the ipod i want to listen to "
1,Haha go back to bed mono bitch  Christy&lt;3Trey
1,hello twitter 
0,i am watching the insider live and i sawed miley cyrus break up with nick......ummm isn't that old news? im just angry 
1,@karamarzilli aww.  Thanks Kara! I really hope it helps! Tweet me in the morning! 
0,My bum is going to be hurting when Paul comes home! 
0,ANNOUNCEMENT: I cannot receive phone calls or texts. &quot;My phone are suck.&quot; I am pretty much off the grid. And very sad  you can email me?
1,@danielskowalski thanks  I think I wrote something for everyone
0,"I really wanna go to the pool today, but I have work to do "
1,@LincolnBuff2 You should've come to round us out to 5 
0,@catharsiss I think everyone else has gone to bed 
1,@jasminelynn88 what problem? and like i said i responded 2 u but u didnt say anything.. and i am talkin 2 my &quot;YOU&quot; 
1,@mmitchelldaviss http://twitpic.com/6hs1b - good call 
1,"@MarleeMatlin omg marlee, much closer to marcia at 18 then alice ever, no worries. "
0,Me and @xoxoroxyxoxo last day of school  http://twitpic.com/7uis6
0,@falloutkid07 PHEW!  I was just worrying about u!  Glad to see u r ok.  Praying for those injured &amp; killed.  
0,@CCTjoh I don't think I can afford to win a iPhone 3GS from #squarespace today. 
0,so thirsty... but too lazy to go get something. i only have beer 
0,@Nileyroxs567 Ugh nothing listening to music .. aand in some min going to sleep  and u?
1,back using my lappy darn its hard to tweet using my mobile phone but thanks to my reliable snaptu 
0,I'm donating blood this Saturday with a bunch of friends. I'm not afraid of needles or blood but the only time I did it I got really sick 
1,"@animalhouse4384 hug him for me... Im great, just really busy tgese past few days. I cant stay long either "
1,http://twitpic.com/5cqrn - Me and my cute dress and the Norwegian flag! 15 min ago 
0,i think i'm getting sick 
1,finals. then road test after 
0,More testing again 
1,Morning...i had a really good dream  great morning
1,@paolotarray well done (y) lol i believe this calls for a gold star! 
1,@jmstewart0220 I know!!  It was great!!  
1,is getting sleepy... This is always such a nice end of night one!  Just slipped into Sunday. Mmmmmmmmmmmmmmmm â« http://blip.fm/~7rhzx
1,"Ok, who took my back scratcher? "
0,http://tinyurl.com/c6d3mv :X Oh gosh  Gonna die because of this guy soon
0,Watching the Magic about to lose 
1,"Having favorite sandwich right now: bagel, smoked salmon, capers, cream cheese. Also good on it is alfalfa sprouts and/or tomato "
1,Suits - Things you should know http://is.gd/JKhP 
0,@xbby_01 yeah my ex 
0,just got home from shooting with jennhoffman. i haven't stopped.  i need a nap so bad.  wah wah wah complainnnnn grrr!
1,@angl66 Sooty Winstanley is beating my brother's record!! My own policy is to only catch pre-cooked food that falls from the fridge... 
1,forgot to tweet that i think its just ADORABLE that Jacob likes the Disney channel 
0,my tummy hurts so bad right now 
0,I need a vacation from my vacation...   but this time I want it to be all by myself!
1,"@MeHeyLa id rather go to the lake ) haha, ill teach u how to swim  i know how to, but im sooooooooo slow!"
0,is getting sick of issues happening to other peoples stuff ups!! Then I have to fix them. But thats the life I lead... 
1,"@mikecane Thanks, Mike! "
1,Ok.  I had lunch before a moment. =D Check the DM. 
0,@Behemothjc ya no fui 
0,No  its Been 2wks Grrr @jknowtruth
1,"@daisymoonstars Thanks!  We had a great time, and I certainly ate enough cupcakes for you as well XD"
0,@mileycyrus I'm so sad for you too! 
0,had a dream last night that i lost all of my followers.. all 5 of them 
1,Dont walk and text. I just tripped going up the stairs lol... Still a great day tho 
1,@GrandmaSheila @ranggrol @csquare6 @MaryWebbJones  @4dams  THANKS 4 the re-tweets!! 
1,@rod76 any time 
1,"@becnewman Yeah bro, swap the Saturday night as well. It'll work out better, so keen "
1,@trekkie23 thx for the norton tip.  i'll have to try it.  
1,I feel like cooking tonight! Grilled chicken breast with lemon pepper seasoning and vegetables...yummy! 
0,"@beckyp234 no wait ignore that, the contest is already over "
1,might get another dog soon! 
1,A bright sunny day and I'm off to lunch with an old friend. Looking forward to it. Life is good. 
0,@shimmylicious french is over now wooooo i know your landed!! hahaha abandon us now and go to college  lol
1,@shockhorror_x I AM SO THERE! 
1,i've taken up coffee! 
0,"@mileycyrus miley you deleted me on fb. please i beg u to add me again. i promise i wnt annoy u so much pleaseee  i beg you,"
1,i love how i can drink with Dan's family without them minding. 
1,@RattPakkRush I miss the Tri-State  area.  If you drive 6 hours in Cali...you are still in Cali   Gotta luv the bridge crossing 
1,@gulpanag and don't value what you have 
0,Tonight....kind of lame. Damn friends bailing and then me bailing  Tomorrow//today?? hopefully mucho better
1,"@keza34 mmm how about, out with mates, checking out lasses drinking, xbox, and take away "
0,@GayleChance awww  i'm sorry. you're still in school? isn't it summer?
0,my friend @NaomiL413 just went home from my house 
0,Wishing I lived in cali  could have gone to movie awards
1,@stonewallers looking for a copywriter?who wishes he knew how to code in XHTML ? 
0,@CartoonAndrew ohhhhhh no 
0,"Gack, fixed the 'Things' 'Device Stopped Responding' issue by unpairing and (re)pairing. Still getting stuck sync screen "
1,@MeLaMachinko yes ma'am. Next week 6/10.  Sending out the invite tnite. 
1,hells yeah seeing @luishandshake and @PlayRadioPlay at the shittiest venue in existence in July! 
1,what i love about north jersey- no earthquakes. no tornados. no hurricanes. and it comes with all the perks of nyc 
1,good morning   State of Play was terrific last night.  Russell Crowe was very good actually.  Go check it out!
1,@TheSourceress yep  Nick said he would come as well...
1,me is totally down wid being monarchy affiliated - cuz it's a long weekend baby!!! 
0,I miss Alexis and Molly 
1,"@mel0d WOW thats a BIIIG DEAL! would LOVE THAT! We do stuff like that in Chicago,  few and far between. Have fun hon and try to take pix! "
1,@GuitarDragon  I have uploaded &amp; published my studio work from last night. Please visit simpletownUSA.com &amp; link Health Care Thanks 
1,I think I enjoyed that history exam too much :3 going to fish &amp; chip shop with Jodie Kati Jorja &amp; catherine 
1,Ahhhh! I finally figurd out y my twitpics weren't uploading. I'm sending all the old ones I can think of right now 
0,"whats going on, why is football on again?? "
1,"@Kitkatz91 LMFAO aweee  nah, im sure theres heaps of people! just gotta find them hehe"
0,@lizwoolly Was it good? Can't listen as in hotel and no radio  will be listening via iplayer tomorrow hopefully.
0,&lt;---- feels sad only has 24 followers - I must be boring 
0,"@1045CHUMFM Oh ok,Thanks.Dont know where the courthouse id either,I'll learn though.Any nkotb? Twitter stole my pic again  it hates me"
0,Doesnt like work much today 
0,@catfuel Poor Tucker!  we need to catch up ma'am.
0,RIP Jack Kemp - A great American patriot I always wanted to meet and now never will 
1,Ladies and Gentlemen @sweet_charlotte and I have arrived   ? http://blip.fm/~60p98
1,morning  *looks at clock* yep still morning :p
1,There will be a lot of tweeting this weekend  I can tellllll
1,Breakfast timeee! 
1,clean  and doing my makeup
1,New glasses! 
0,@MisterRo Win XP sees them all fine... 
1,"@greatfitness Thank you kindly, Daniel.  "
0,At the sitter's house watching my kiddo leave for san diego. Miss you baby. Love you and have fun. *crying* awww I need a hug 
1,... with french toast? Both sound yummy! 
0,"juz had buffet w/ classmates. Bye guys, we're seperated  Surprised cuz a lot teachers were there !!! Wonder where the semifinal3 result is"
0,Restless nights sleep.  was it the cheesecake?
0,t0othache.. need to see my dentist..  .. (im scared.. haha)
1,Zymill- thanks guys 
0,Its been one year since the All Time Low concert. I miss it 
1,Just got back in from The Belcourt. Saw &quot;The Fifth Element.&quot; It was awesome. Now uploading photos from Friday and tonight! 
0,@brown_chocolate damnnnnn mama didnt know it was like that...sorry to hear that 
1,"@tyrstag Hmmm...that show ws ok. I liked Angry Beavers and Rugrats, educational cartoons like that. "
1,@mattdw Congrats on your feature 
1,@sedonadreammakr  I wish!! HA We have the Native American grp - hula dancing at Tequa Plaza - come on over  Plenty to do!
0,awake  sick tired
0,can't do much needed laundry. resorting to shaving my legs so i can wear a dress  not in the mood for a dress tomorrow.
0,My bwister is HUGE it makes me feel bad fer ppl who git sup burnt on der faze 
0,wish i were floating in the adriatic right now...miss my pops... 
1,@bananabby I love that song. David's so funny sa HM episode. 
1,Old World Faire at my sons school was amazing- I'm glad it is over!  I hope I (I mean he) got an A 
0,"Mystery slide. check. Methodology. check. X-ray report. che- oh wait, damn it!  *shakes fists at X-rays* what a horrible Friday night."
1,prepping for my interview at 3:30pm. Keep me in your prayers! 
1,@QueenSapphyre i could do that! 
0,band meeting canceled 
0,@Rissa545 i was in it! Slighty drowned i should say 
0,My hair straightener joined ed mcmahon and bea arthur in the 2009 celeb graveyard 
0,@DOOMSlay i wish u were gonna b at warped  
1,"Going to make a Hot Chocolate, and then visit my favourite music blog: http://www.moteldemoka.com/ "
0,Was hoping we'd have more followers by now  #Fixreplies
1,@danieleazar exactly my prayers! 
1,summer needs to hurrrrry 
0,headin' for the airport in 4 hours....oh man I'm really gonna miss home! 
0,"If i'll die tomorrow, i would like to write, all of you about me on Twitter... "
1,chillin tonight (at least for now) 
1,"@moiswashere  Hi! I was wonder what agency represents you, and if you have any acting tips? "
0,"Twitter is going crazy with #e3 tweets I love social networking, but its overshadowing the awesomeness that is jolicloud and my shit isp! "
1,@jimmyfallon i do  lol
1,met jennette mcurdy at the tay swift concert and ai finale  got pics with her too 
0,@Sjusovaren I was just talking about that with someone last week. I just don't have time to run 2 sites at the moment 
1,@alsoknownaskels I do the same thing.  She knows what she is doing! 
0,I MISS MY BABY. 
0,Morning all. Going for a run this morning before packing. Jo and I off to dinner tonight to say goodbye to Paddy  Who is leaving TA.
0,Have the ting tings - that's not my name stuck in my head 
1,Watching the game. GO ORLANDO!!  
0," Yes, I've just become fed up with a few things but am working to make it better at least! @Hyperopia"
1,@beautiful909 lol u kno what im sayin ...can we get a hand clap for this wisdom lol 
0,"@kimkardsashian awww you feel sickies, i was expecting to see you tonight "
1,"@LadyFiveStar Kiara ????? Hall, yes has a nice ring to it i say "
1,@AdamSinger So true 
1,"Didn't know that Mr Tweet updated it's UI..I'm recommending people like crazy over there &quot;no worries, will not tweet then out&quot; #nospam "
1,"&amp; just when you think nothing can get better, the sun starts to shine "
0,i dont want rudy to die oh my god i am going to cry why did death say that was going to happen 
0,Pressing a key in Safari beta 4 when no input box is selected is causing it to crash. 
1,hey im new on here add me 
1,@BLASTINGaDOOKIE I know who it is! 
1,i feel so....free 
0,@shakes1327 Sadly no robot songs in my library. 
1,"@PatrickCourtney Hahaha, yeah I was a bit occupied. But according to @SempraFi, I don't exist. "
1,is looking forward to this bank holiday weekend! 
1,@JeremyDempster I could DIE of happiness if they finally redid Animorphs and did it well. DIE. 
0,Tired  n broke nt good
1,"@PheMom Yr so tweet, thanks for the retweet. "
1,@katemeadows cool anberlin might see who's supporting and might go too 
0,Snapfish cut off faces in my photos 
1,@MamaAnna Are you in Cincinnati or N. KY? Come see us! 
0,"@DonnieWahlberg unfortunately 'Find A Way' doesnt just apply 2getting my @NKOTB fix, also applies2 putting the fix off 2get the rest done "
1,If EVERYONE constantly retweeted that it would make it! 
1,http://bit.ly/ozTuO   &lt;- watch? thanks 
1,@Ichsi @alzaidy :Azra is my 7yo son  ktnya jgn buru2 hehehehehe
1,"hmmmm, boredd ! watching HM with cousin "
0,Wow ... still replaying last night over... I wanna go again  Come back Pink COME BACK!!
0,"@AliciaWag I'm sorry, that sucks  I wish I had helpful advice. I'm still studying, but almost (!) done.."
1,i love being weird.  and weird people too hah
0,My msn is being hacked  Hopefully it will go away because I have just changed my password 
1,"Huaaaa, get ready for the test. Do'ain yaaa, semuuaa. Thankyou "
1,@Jonasbrothers amazing  See you Sat!
1,I love shopping @ Bristol Farms 
0,"Bella must know that I slipped some medicine into her food, she's not eating it "
0,"@BTCare haha RE rhyme - actually, i do have a question..... how do i get/order a new BTV remote, mine is getting tired "
1,@Stefanieex0  i didnt think i would be either  lol
1,@ramielemalubay You're still in the plane right? Have fun in California. 
0,The dead were in town last two nights. And I felt nothing.  it's tough to get old.
0,"doesnt want 2 get outta bed, but needs 2 get ready 2 go work "
1,@laughingyogini True! Is that a big discussion on Twitter right now? Just took me by surprise is all. 
0,@suspiciousminds Sorry to hear that Kristen 
1,Going to HIN NJ this weekend 
0,@firebuilt *hugs*  I'm sorry it's bringing back memories for you. 
0,With my brothers description of it...it WILL suck! 
0,@zack_addy haha! (about the spaghetti) and no i didn't figure it out 
1,thanks @All_Habs! #NHLTweetup in the Chi? 
1,At school now..going to the pool when i get home!!!!!!!!  maryland tomrroow! jimmy's graduation! no school!
0,"I sold the painting at Village Arts at the Putney Inn, VT Was a scene of Little Long Pond here in Acadia. Never got a photo of painting. "
1,@erinhere thanks for the heads up!  See what doing things late night does for a person.  
1,@boxxybabee Amazing choice. Love that movie 
0,"OK, I have been on twitter for sometime now but still can't get it or the magic of it "
0,What's wrong with T-Mobile 3G today? Terribly slow or no connection at all. 
0,@lilyjang talks burgers on the Q.  It will be a sad day tomorrow without her great smile to brighten the day.   
1,Read. Drank medicine. Ate a cookie. New blog up. SLEEP!  Goodnight all. Hope you had a wonderful day. 
0,"headache, sore neck and back of face  three days"
1,"Revising Byron in me garden, it's well hot!! Canto 1 &amp; 2 done, just 3 &amp; 4 to go woo "
1,Happy that the weather looks perfect for a good countryside walk today 
1,Makan2 dkt secret recipe times square dgn beloved cousin 
1,"@BHOTaileprompt &quot;For the last time, I am not a socialist. I am a communist&quot;- GOD, when will they get that right already!?!? "
1,@HosamKamel  I was talking about these foriegn companies that I keep hearing about from my friends over seas 
0,just got back from the city. broke as now  school 2moro ( exams in 2wks ((
1,is further figuring out what she wants. dream build! 
0,class is almostt over 
0,Sunday night slow jams. My head hurts   I spend majority of my day doin hmk for no reason.
0,my feed looks ... *shakes head* I may have to do some clean-up 
0,Storm ;__;  bawww. I'm afraid 
1,@OneSeasonMLB ok thanks alot! 
0,@BlizzardSkies nothing will ever help Iran. We're just giving ourselves the illusion of helping Iran 
1,@DrShagwell working...as always  whatcha doon?
1,"@anca_foster thanks  glad I was missed. Wish I could have just stayed around though LOL ah well, live and learn"
1,@twilightchill Me too! I actually find the character limit focuses my thinking 
1,"@aussie_mateLC, thanks!  and of course Im gonna follow you!  Have a sparkling evening &lt;3"
0,mosquitos EVERYWHERE GROOSSS i'm freaking OUT!!! 
0,I have a little bit of a headache and I kind of feel sick 
1,"Harry Potter clip..was.. AWESOMEEE! Actually, beyond awesome. Sooo stoked! "
0,@basundra i wish i was down to go..but i love money more than the beach thus meaning i cant miss hours 
1,With Franki 
1,Just got da new sidekick lx today. I'm using it right now yayy! Also on da phone wit Deryl. 
1,sorry's not good enough 
1,@dannywood Mornin' D  Lay it on me...was it 4...5..6?? Or are you sinning this am and eating a cinnamon roll?? 
1,Jeez. I just got my computer charger back. Thank cheesecake.  I haven't twittered in AGES! LOL
1,"@Maddieque Oh I got it  haha, well, teen pop, country, not hard rock, classic and so on... I luv a lot kind ..!"
0,@michellecorona its coldish out now thought 
0,@mccato It was sold out so I didn't get to see it. 
1,@melissa_15678 will be gutted we've all beaten her  aha!
1,Off to get into my Jimmy Jams now   I know it's early....but I need to curl up in front of the fire and keep my pole position safe ;)
1,"@mondgutierrez both great. i'm a tween at heart so i'm more excited for new moon, yet i cannot deny that i love robert downey too "
1,@DADONWOOGZ hehehe ii have a twitter now 
1,"@nessie111 Happy Birthday, hope you have a lovely day! "
1,Ok..my toe still hurts i'mgonna live though...Takin kane to the dr's today at 10:15 cross your fingers 
0,@hene57  week  made new yearly high and profits were immediately taken taken is all i know.. not smart  enough here to guess 
1,@bethlayne Thank you Beth for the #FF #Followfriday recommendation! Greatly appreciated 
1,i fully enjoy harry potter weekend on abc family 
1,@sweetmexicangal Hello!!!!   how are you????
1,"@vkgoeswild Could you perhaps do Comptine as a MIDI file? Been looking for one forever, need it for a little FL Studio project in my head "
0,"I miss my soy creamer in my coffee.  This rice milk is not cutting it!  Oh, the sacrifices we make for our children and their skin rashes."
0,It's the hottest day ever in Vienna but the continuity girl said if I get any colour I'm dead.  It's a day under a tree for me then 
1,Cornhole tourny at the beach... I hope I got some color! 
1,"is pretty content with life. New job, new friends, new outlook on life "
1,Feddle Le Grand feat. Mitch Crow - Scared Of Me .. wow .. amazing song 
1,@supervann itty cat is the cat Ria rescued  we usually bring the cat wherever we go since it needed to be fed every 2 hours.
1,OMG! Another 2 more &quot;Your Horny Kitty&quot; Ummm... Thanks for follow me anyways! 
1,TGIFridays with the homies 
0,"watching gossip girl, I really need to be a millionare "
1,Sooooooo excited to go home!!!! 
0,@thebraysmommy At least you have access @ work. I am usually outdoors with kids and no interwebs! 
0,"Phoned Nokia Regent Street store  to see if i can pick up a N97 today, they won't sell it until tomorrow.  Have to wait until next week "
0,"Trying to get the plane boarded. Plane was overweight and they had to switch the exit row people out. And, it's too early "
1,@insidebooks Thanks for visiting  Just did post about bit.ly you might like - more to it than it seems  http://bit.ly/15yZMq
0,i miss my best friend!   we're one and the same &lt;3
0,@Oxfordfilmfreak ~ so people don't dress up anymore? and by your comment i guess nobody goes 2 front of the theater to sing and dance 
1,@itschristablack haha thank you so much  i love the show! it was absolutely amazing.
0,@CAGoodbred I wish I was riding with y'all and on y'all's team 
0,"@PDXsays Yes, I noticed that afterwards so I immediatley delete the posting "
1,ahhhh just watched the new moon trailer! tooooo excited    hurry up november! LOL.
0,Aila re! Where are the storms?? It is so freaking HOT here ........  I want monsoon to come quick!
0,up to work  i'm glad tomorrow is saturday lol
0,@zocore why zo? 
1,All a Twitter cover approved. Dead sexy.   #allatwitter
0, poor baby@sheis_sohood
0,"@SandySweetness Bad news, I'd send you some food over, but it'll be cold (and a bit soggy) after crossing the Atltantic "
0,@mommapuff im not. for srs. theres something wrong with his eyes or something 
0,Fuck my life   http://yfrog.com/0y7wcvj
1,leaving Hampton  ....  getting a raise and a promotion 
0,Spilled my bag of cherrios in my purse 
0,@kimboyee @kreativeham  you guys needa get better. Hey shebag can i still borrow your camera to HK
1,"@dougiemcfly Who says &quot;Thanks&quot; are we, becouse you guys are doing  an amazing tour. Keep going like this! "
1,@DaviddjFrancis I know but everything else was closed! Bloody Wales. However I found my way to a beach and now have candyfloss 
1,"@uricahh luv my chicke nuggs, they're so good you will love them. and omg yes we should deffinetly go see up! hehe "
1,Woah! fla-vor-ice is where it's at 
0,Turned on TV to see the F1 champagne ceremony (I recorded the race). I wasn't able to change channels. Major panic &amp; spoil in the morning 
0,Had a rly fun night downtown with my girlss!! Gonna miss u anna and Kate while ur in Florida 
0,My Bloody Valentine was great!  Reminded me of watching it every Saturday on USA while growing up.  Missed the hot dog scene though 
0,"ok, I must go decorate my father's b'day cake. Party at 1. Can't procrastinate any longer. "
0,Well I'm still a first grade teacher.  
1,@dannywood SweetDreams and love to U too!  
1,eating cashew nuts... you do need SOME good fats 
0,"@foxybimbo I did, slept for a wholly refreshing 3 hours! "
0,"Work, work and more work "
0,sorry for those whose relatives were flying from Rio to Paris. 
0,Dad is getting on my nerves so bad. 
1,@annyo84 oops i ment on ur test. 
1,@kantashi I know! I'll go for it. My friend is in the video promoting it. 
0,"on the wii, playing mario kart  fucking awesome, always come 1st and beat everyone, but i hate it when they push u or throw stuff at u "
1,http://overheardinwow.wordpress.com/ need some more stuff   #WOW #worldofwarcraft
1,"the new moon trailer was great! can't wait to see the movie. i mean, taylor lautner looks really HOT! "
0,"Have nothing new to read. Was going to start DarkHunter series over again. But, seems my dgtr took off with them.  "
0,@jayde_nicole    LOL I dont know why I care so much but I do....am I a big loser for that? hope not... LOL just a big fan i guess!
0,@miriamstaley I want too but I'm 18 so too old for junior but not enough experience for The Apprentice 
0,@KeepItHandy hey you! Not heard from you for ages!  I've been ok just working too much! 
0,@rajacenna you think  i'm do not even come close to a subscription of a stalker !
1,@masond7 : I highly recommends you join www.m2e.asia You can earn money from free shareholder by dividends. Even you do NOTHING! 
0,@teetee_71 I am not drinking. Too sad for me. 
0,@ShaunHailes No   Seat does not fold down.
0,gah hate my team getting beat  and by 7 points lame!!
1,"goodnight everybody!!! tomorrow school (I won't go)  love you all, God bless you &lt;333"
1,Enjoyed my first week in my new place 
1,This is how you know I'm a bachelor - Worked until almost 6 pm &amp; then I'm spending the night on the couch eating cereal watching the O's. 
1,I &lt;3 the rain. 
0,@sugarassaultme No  I need to! Too bad you didn't hitRECord while you were in the theatre and caught the whole movie on vid for me lol jk
1,lovely dinner @ pizzeria with my mother + white hat yoghurt! 
0,Well...got a cold and feel like crap.  No Chinatown tonight 
1,@badbadgirlx good luck with everything. it was great having you around 
1,is chilling out today - looking forward to sunday lunch at my mums 
0,I didn't go to school today .. I don't feel so well 
0,"is feeling soooo irritated, when the skies had to open up just when my mom was abt to sit in da car, and we had to cancel going out "
0,@amypricex they aren't  should i call?
1,9:13 and I have already ha enough of today and my beige colleagues! At least I get to see @Dren_Ramone and @helenrampling later! 
1,@ShelleyStudioS Major Fail. Since you asked 
0,Had a nice gig 2night! Going to sleep now...gotta b up @ 6! 
0,Its beginning to get way too hard to please all of my friends at once 
1,Hello everybody. I have been quiet today. Did anybody miss me? (via @justashley) ~ Yes of course 
0,I can't sleep. I hate cryin. I just want things to be okay 
0,San Diego needs to have better restaurants! 
