sentences,labels,vader_scores,mod_vader_scores
<s> djwoolley719 square6 minus typo v3 plaintruthiness underoathband email loan thealaskanking campus soooooo seas pak saison split mercato head langue bbl </s>,0,0.0,0.0
<s> brothers onlyonefantasy phelps crashypoo spotlight originalgata rod76 anyway sarcasticluther angle66 schedule bellybutton jaffacakes mossyrants inaperfectworld lull housewives jakesonaplane know jimmy </s>,0,0.0,0.0
<s> need gamehounds singer hollyoaks midterm plank sh selenagomez greenish ohhhhhh browse near masterchef backdrop nicolerichie often gran visitor speeches more </s>,0,0.0,0.0
<s> awhile peter11 demons haa esp stephanie staff 53 march model vegas harryhayphl ahhhhhhhhhh budget atlantic melamachinko harper dis demi agingbackwards </s>,0,0.0,0.0
<s> shock bei 28 cnn opener lyric willfrancis conan should microbiology range91 ideas wrath beautiful stairs mrsmcflygrimmy job figurine diarrhea marjamma </s>,1,0.3182,0.3182
<s> guylikeu mah trans pineapple cars fremantle dom short theã½ eddidit colorado awe daisymoonstars mile desert upp kidnap mix duck talk </s>,0,0.0,0.0
<s> priceless sickness abbr suzeormanshow kate hangover essence1 markrosenbauer n97 achieve nancy di audiobook half2329 character funeral attitude kill xhellocallie darling </s>,0,-0.5267,0.5267
<s> toothpaste essential angelaisawesome walk shaft arts bride einer paul scb4vp carinafox5 dover achievements drain attention tifftiff621 guinea melon jay bye </s>,0,0.0,0.0
<s> happy kirankhanzada kccopydiva diamondblvd lack pauljholden chi act legality marinadepp bem suzeormanshow zoziekins puppy waterproof lisaconnell mcdonalds bare twittyamanda issn </s>,1,0.34,0.34
<s> boleyn flute jordandaly male hun allergies carradine sushi stern127 wive arabidopsis marginatasnaily iv pass misunderstand test rcpmelissa yard mecha allenbenjamin </s>,0,-0.3612,0.3612
<s> mistress shewillcutudry fiancee harder complicate run4kelly corvette march stress s60v3 roadtripping countdown stem iranelection wolf lov khimjejung uch buzz lecture </s>,0,-0.4215,0.4215
<s> bottle gallery pitch bj gap mugglemama spanish goat ladyminista miriamstaley five commerce princesstabs whitneyblair030 spare1980 prinzita begin leader katie2008 hv </s>,0,0.0,0.0
<s> sleep ashbashoneonly sideline novaleedmb xhellocallie suggestion jan75 personally molly wo bone arm reporterren twinkle yeh32 yankees goodnite shop rerkaizen bring </s>,0,0.0,0.0
<s> 33 tennis log october poster tweeterwall wot breech cilia experience depend computer sz4 butterfly obsessive naomi413 iam mandatory electric yakisoba </s>,0,-0.1531,0.1531
<s> idle hol234 brooklyn rubin dufalbagent luckyrivera idle withdraw honey101 babe van portuguese en unless buttttttt snap jonasbrothers cube completely convoy </s>,0,0.0,0.0
<s> newt0 beware tiphereth native hammer announcements kieronjames god4movers purse alliance dapacheco realise upgrade badge marktheescape jennybeeean slow space quick jan </s>,0,0.0,0.0
<s> della bike cue shore him mybbworld sick divatheriva defer pong candacecbure workhouse aspaphoto seperate trvsdjam nicbrewer hypedagreat ugly whisenhunt stress </s>,0,-0.891,0.891
<s> river upstairs costa try knowwwwww springfield mrsjdubs dim pick take courthouse chasityromero sophisticate club brussels chain smallest commerce 38 engl8sh </s>,0,0.0,0.0
<s> kirankhanzada vain rerkaizen answer cheese git pakcricket lena paigearcher ihsanamin arena lauriebailey section prestonlowe concerts09 vietnam zacseif fadyanwar 226 ben </s>,0,-0.4215,0.4215
<s> pamderamus spooky alzaidy shelled1005 therealceaza7 chloe heart piss cleaninggirl cheer wolf uptake painters sharon transplant cheekithasinger me2 pratt cheetah sugar </s>,1,0.7003,0.7003
<s> jazz27 universe howliet reject gossip hate funky hbo farewell magnificent sylviegreen69 alzaidy raspberry sasha prestonlowe sedan make programme ores cost </s>,0,-0.5574,0.5574
<s> crew2 mt mikemoseng srv lama brucewez list goooooooooooooood chaos mike pedia hr slap kent mean jus lilpeadot item timelordsimone yakisoba </s>,0,-0.4767,0.4767
<s> dude vkgoeswild lobby santander iz exit toy s5 georgia ergo nail ð¾ bedoggtde playoffbeard foods shortly debbiefletcher encouragement michellecorona tfl </s>,1,0.4404,0.4404
<s> hymn fridge whatever ze welcome auth flat glitter parkway lemon thedavidblaise poland tedmurphy adorable goodnite ram lag shuttle krystheilen trophy </s>,1,0.5859,0.5859
<s> watkins chrisvanpatten brownish upset stroll lesser brush raw topo stalk expense apps gonna off mcp aahahahah whiplash bah leesasaur freak </s>,0,-0.6705,0.6705
<s> tilde fiesta32 vibratey cuddlebum nights childhood cartoonandrew foreverivy awful subset pigeon egyptian be redo po frappuccino moran ruin iloveyouuu girls </s>,0,-0.886,0.886
<s> japan attitude courtney319 barrier stun dramatic notoriousflirt fall tunisia sweetteach81 gsm shadcharleston warm demivenom sugar dry jimmy artist tj0830 lisaherrity </s>,1,0.1027,0.1027
<s> deposit svn half2329 truth mwuahmwuah yayayay ðµð¼ xscarletmx zhang merit lucaslubin carolina alexorman1 tank actually sowwiiiee awareness jodieharsh lincoln accordingtothem </s>,1,0.6249,0.6249
<s> shamileemac molly effort train invisible spend mrsrrc morning lisamariemary olive scale sons prisoner humans t0othache st look theneener rachel2206 watching05 </s>,0,-0.5423,0.5423
<s> mor fridge dis pleaseeeeee sissydawnie reference kudos guinness manager kieronjames coffin especially leesasaur breath wont sec laugh good correction braintree </s>,0,-0.257,0.257
<s> des h8 markrosenbauer defense watkins podcast good abbr week n97 chuckmemondays unlike yan fix ryan finalists harper jakesonaplane perimeter delight </s>,1,0.5574,0.5574
<s> noah roast bonnaroo thousand pamdemonium ingredients outside lobster myspace inaperfectworld muster marie citizen28 kor nathanryder something mcrmuffin hear cilia topshop </s>,0,0.0,0.0
<s> alsoknownaskels beers singsongy schoolwork cookie terrify york hm originally yuan91 notice 1p pauliecooks chart23 bamthedj traditional heywidya twilight comment poke </s>,0,-0.5106,0.5106
<s> magnificent fwd garden treadonmydreams mitchelmusso wood taxi josefamanriquez tough dad url allen miya ball ya joke insure championship fever iknowrite </s>,1,0.8176,0.8176
<s> yell pure engineer 18 however cave tuxotaku goodluck circle nycgrl88 glory glotto jessimikaaaa nasa 6a green thats block now cnn </s>,1,0.1531,0.1531
<s> isacullen leave sweetteach81 nashville today venetian stevebrunton annoy educational xchadballx tutorials kidnap engineer mississippi unite 9yrs tea thelarssan kayak anyway </s>,0,-0.4767,0.4767
<s> watch tan vegas http 24th happyyyyyyyyyyyyyy prisoner nothing id across dive electrical besides waynerobinson big test station threaten animal pirate </s>,0,-0.7269,0.7269
<s> sinus documentary cyclingamericas whitelaws precede happyyyyyyyyyyyyyy 8 vinifico tomato jasontancy dental brotherhood bacon profit cobra upp chance nickswisher cross branch </s>,1,0.5994,0.5994
<s> freshypanda iv http coat arthur hemlock chuck method pilot nikki harveymilk silent bifferlicious snake great software return humans lastoadri aceblack </s>,1,0.6249,0.6249
<s> hhh emo falloutkid07 amazon israel carpet ny 9am www situation bloat kiddshow hamilton tweetdeck annamariapdt icon requiem ruthramirez mayahzonfiya bj </s>,1,0.1779,0.1779
<s> dannidanishyo favor members good supasash11 restaurant jerzygrllys bakeries softandpoofyone sniff miserable 645 geeeasy salmon chuckatwork weak fireworks spain rbu camel </s>,0,-0.128,0.128
<s> mikemoseng futuredirected past kim retrieve 2mw 100 weight not reign ridiculous lena courthouse semprafi theories likesunday maggie1321 purebred bowl 2more </s>,1,0.2755,0.2755
<s> vh1hoops quot xo string gh conwizzle accent fort worldcat daniweezy mynameissasha thick watts jessilynn15 geeeasy 7000 hello blonde nikki terminator </s>,0,0.0,0.0
<s> picture mice souls abc staff near ergo vay feat cemetery review exactly mmmmmmmmm gas hood sunbathin mummmyyysss finalize surge brooklynblack </s>,0,0.0,0.0
<s> lupus needle highly vintage finger gutter meh bump favorites k swap whoop jofstar lab 15 socialist manga happen necklace hardly </s>,1,0.3612,0.3612
<s> anna fiancee father read jenny sl count session aria neighbour title squishymatter seinfeld many little treypeezy pre lap sunshine beth </s>,1,0.4939,0.4939
<s> gailporter djtracyyoung singapore daniel cta automatically guy paula stem staff juno replace yogi tinypic2701 draganababy swineshead doctor miriamcheah kenny follow </s>,0,0.0,0.0
<s> l8ly jewelry ed agent pop redo alike emmalina fabuleuxdestin tasty mark2 kicker holland 3am tampa asahi traffic fridge sometime ice </s>,0,0.0,0.0
<s> legality babybree96 jennieaguirre gonna cathylando curve baby dannymcfly add tuesday726 queen bin country salon kor lacrosse1984 steam mileycyrus falcon601 due </s>,0,0.0,0.0
<s> utrecht jackalltimelow prototype goodnighttt concerts09 fuck image2i ha luck cousins doubt wherever jamesmachan legend pavlova basically auburnjones sorrow degrees drealoveslife </s>,0,-0.6124,0.6124
<s> dragonflylsu nin none sack alkaline bill hope joanpatrick virginia worm orientation greatfitness better newsletter spot m0t0breath n doctor danielskowalski marshal </s>,1,0.7003,0.7003
<s> note sandiego annamariapdt rin jus village creativeness 13 tallwasp euphemism bin age dynamic dont suit artist redguitarfreak basically mcdonalds encourage </s>,1,0.8271,0.8271
<s> dreamluverz raid leap cemetery deadlyseagal scarf rampage prettysprinkles mossyrants dylancoyle 5ë tend errors greatness needle syria cynnergies uugggh pen goat </s>,0,-0.34,0.34
<s> head release hun pottery zeta basic rob anon 24oz ubershmoo freelancerant microbiology physics ignore imagination fry instantly prev spalongal kiddlive </s>,0,-0.7269,0.7269
<s> pigeon dsbabygirl sharma99 ring b09 shrew honestly liga creative emperor bid kudos jones suckahpunch heywidya mrbenrubery anger competition john marktheescape </s>,1,0.5574,0.5574
<s> thelarssan redneck dust brianhahn app shrink dover sweet atebits firmly didn drandolph diversitybgt socialist mouse evil lakers ought develop dizzee </s>,0,-0.34,0.34
<s> lacrosse1984 space79 10pm 3147808704 deploy woohooo petty channel goodnite mobile joeymartelli spongebob sarahsaner fan eight beat joanpatrick steve joelyah infect </s>,1,0.128,0.128
<s> receive sng mainly motivation french social yagsfan honest unfortunately individual daytrip mimic itsneet yt lisaworld uuuhhhgg middleton here effort fly </s>,1,0.5106,0.5106
<s> jessclarke rollerblade ex suppose fun canon musicmondays virtualstudios discoballs profile katherinelunt hekissedmyhand flute deal forever web s60v3 finalize host atl </s>,1,0.5106,0.5106
<s> voice skyblue4eva itsmyeyes knight cartoon lakes domkoenig kschwalm dgar daw premise rels dream became0 mainly horoscope nz bundle inside 2pm </s>,1,0.25,0.25
<s> constant twitsaver 211me matthew remote rattielovers rediscover may cloudy nasa void some conquerofawesom shell ellen martial17artist el toddbrink disneyland plant </s>,0,0.0,0.0
<s> wafflenya balloon indonesian bundle mobidextrous measure wellllll cradle hyperlink 226 number bravo chart nice festival babeeshark jar mainly mt chickens </s>,1,0.743,0.743
<s> steve suffer dapacheco similar street giuseppe should pick databases hobby sunbathin duchies allisonpalmer white goodninght dannymcevoy fabrics bonnaroo etc honor </s>,0,-0.0772,0.0772
<s> spoon playstation lesson swim si barry jam kieronjames moanyboot paparrazi lefigaro homestead anna worldwide lovedwoman cuddlebum whatever fault tweetdeck dear </s>,0,-0.0258,0.0258
<s> mileycyrus wan sami xmarksthestott2 although shayyyg robot kill microwave joannesmedley dew lips turkish brucewez vienna 7hours 2pm plug ai payne </s>,0,-0.6908,0.6908
<s> babybree96 kaaatieexlee boot enact brotherhood twtrcon article asiabrands relieve skills littlefletcher just bridge house diet revision surgery brianhahn jur keyboards </s>,1,0.3612,0.3612
<s> sherrilynne stephenperry holiday lag ooooooooo mama mawbooks month 53 chriscornell bet 21 work version acoustic kathybuckworth their children srv mainly </s>,1,0.0772,0.0772
<s> costa utah gif dannywood heatworld ats chance graham decade tommy maddieque bill isp jadeisla directly basketball real essential modes youtube </s>,1,0.25,0.25
<s> expense hannahfaulkes verseghy honor exactly governor waist jennluvs2sing bright anansha local security yourproxycomm terrencej106 graham pea info classmates cheap lamina </s>,1,0.8176,0.8176
<s> ajanay7 rucksack trump remote storyline02 ban svn euros issn episodes low tape bidders zacseif mee matt toast bitch ram gear </s>,0,-0.8591,0.8591
<s> 8hrs sacrifice extremely photoshop within hatchet aj booth whilst piss friend oz milestones hasn annaaralar wot virginia24 assessment watts heavily </s>,1,0.128,0.128
<s> 29 kimboyee lecture alkaline december mrstessyman jimmycostello jammedhands morning surf vegan buckhollywood religious elections rzburg compete glorious questlove definite bradiewebbstack </s>,1,0.743,0.743
<s> danielskowalski cocopuffs laws gender blow mandyblake gallery kreesha jasonjordan rhyme candle honorsociety entertainment everything interview mayoroflondon conversation fighters 20s happier </s>,1,0.7184,0.7184
<s> miss rcsaustin ridiculously muster wherever devastate macabroso communitycoffee therealceaza7 lesser puzzle jessimikaaaa thank ct celeb previous nickswisher shaunmichaelb everybody primeroguero </s>,0,-0.6808,0.6808
<s> slow habit requester design joshuamarch technicalfault sunburnt mcp earthquakes puppets markhundley cafe cousin brooklynblack traditional religion vadimphoto blow dapacheco chicken </s>,0,0.0,0.0
<s> oh hairdryer life cord congo itsneet sub tent jessiwithoutyou nakulshenoy journ push password uahauha tehkimber non ranggrol alexorman1 impossible pack </s>,0,0.0,0.0
<s> reaction cherries gym saison title alcohol kschwalm brightgirl allele tubilino force tiara b mis huhuhuhu boleyn message patriot timelordsimone lap </s>,0,0.0,0.0
<s> always venue tennis dmy n addiction robdyrdek trip 8am mobster3000 mum smallest most bnp reckon toothsoup sarcasticluther toothache wake georgia </s>,0,0.0,0.0
<s> description toni jodymal sell childless idol ment duchies jacksonwages couldnt darling everyone summersteam instead davidgallant sl fresh fiesta32 moment people </s>,0,-0.1955,0.1955
<s> brettkloesel braintree amendment joey shewasyar isnt 10mins sf letmypridebe 270 pineapple walshyyy vines inspire harder unpleasant shut bowler forte days </s>,1,0.1531,0.1531
<s> petty method ladyfivestar knight shaunmichaelb squarespace ohio muse hemlock dublin98dave precisely dense william blogging speeches cs chan straw instal remedy </s>,0,-0.2023,0.2023
<s> aku gentlemen reign asap f1 djokovic score seaman finally relieve super littlebites bass georgefiddler permission imagination mrskutcher whilst speak daniel </s>,1,0.7506,0.7506
<s> smoshian torrent putin mrbenrubery djvictorsalazar cube plug ì lucky festivallights mack feather brianhahn twilightfan023 decker509 auto bem out teddy lounge </s>,1,0.4215,0.4215
<s> somewhere function markhundley lap fl rebuild class nhoustonreed neighbor spec even lesleychang sincere avalon vegas cowboy ladyfivestar doreenatdms nla fuckkkkkkk </s>,1,0.4019,0.4019
<s> look must psittacine rog filter sir djalizay sandwich eee dannsimmons katie hehehehe elle awkwardness australia yourmamaknows 98rockunit w8 lisaworld shakes1327 </s>,0,-0.1779,0.1779
<s> utter never lil danielskowalski waterproof lot holly bipolar rate fm angieelenis backup234 spoon absolute dad jaynunez shin horn gaga adelaide </s>,0,0.0,0.0
<s> gamehounds rachel2389 outlook 2night awhile slide marginatasnaily josh suuuuch hardcore orgasming dodgers pandora 32gb break punk polar10 absolute computer bouts </s>,0,0.0,0.0
<s> monchainow bakeries eastcoastgamblr lauralkgw string willflowers royale official ga cikajang longtime lemonade airwaves twitterers cheetah neither scare jofstar americans certificate </s>,1,0.3875,0.3875
<s> kenny micheleeeex insane cap truly zacharyxbinks callkidskrazy courthouse champorado staceybug hurt millionth 13109611046 mrskutcher cooler redbull manga mayoroflondon here57 wat </s>,0,-0.4939,0.4939
<s> me2 worth cadet spectacular mawbooks mason7 spa route mahogany85 x enthusiastic yourmommasboy hose squash airlines large stuartwhitman mee plabyorteaux backdrop </s>,1,0.6249,0.6249
<s> darn blahahahhhahha coco arent wit daisymoonstars molliebatmit matt king617 stonehenge naomi413 democracy domination whose drug catharsiss til britain vicbeezy destinyhope92 </s>,0,-0.0516,0.0516
<s> laughscreamsing mommasalty paul hbo grandmother relieve kenya drew123 taylor others soulsupreme triplepatte honorsociety 6a gaylechance whole crazy summary emotion unite </s>,1,0.0258,0.0258
<s> guy biggest addict raise common9000 lounge pack syria allergies stupid mma phx younger plabyorteaux wive hatchet kerrylouisexxx lesser men fab </s>,0,-0.1027,0.1027
<s> 66keen61 bella liga pose ð¾ð²ñ upgrade upstairs sparkle beautiful sophiakills parade rapper mike turkish wellllll mic glad theodorainish dj kayak </s>,1,0.8658,0.8658
<s> watch mw2 broadcast download afternoon 24th brevity twitsaver borrow614 power xxxx brianhahn software uugggh lunchtime texting gift thin calcium leaflet </s>,1,0.4404,0.4404
<s> ally anna leeboardman start barrier approve clothe kimkardsashian authentic nap jackalltimelow whose fo shia dazzlemethis let whenever haters lazy ahhhaaaa </s>,0,-0.7351,0.7351
<s> ladytron animal star their animorphs tehkimber illusion include realdeal32 baseball 40 political beast prefer bandmate v3 lay risky steroid perpetuate </s>,0,-0.2023,0.2023
<s> nikki season sheen seas joe gay male deny mack literally nap beyond fremantle mc ow danielhunt convention <s> uncoool crumble </s>,0,-0.34,0.34
<s> ddublover admin join60seconds sandysweetness peter again tinytwitter sentence refund pj g1 vancouver item dad yan tell print cities themandymoore prince </s>,1,0.4019,0.4019
<s> abbey shop broadband quantum shots spaghetti valentine hours separate jonas mo dramatic bay booty wed mmff lor remember janet nashville </s>,0,0.0,0.0
<s> gonna due lefigaro pascal refund markvanbaale wise sleeper karl reserve 19th quick completely romylovesmcfly fishfinger establish clairemsp draw fold cupcakes </s>,1,0.4767,0.4767
<s> por very april zyrtec rebecca372 intro mcpattz stern127 nights buckle miami juku children lanka pow mallorygallery coma gonna creativesoul kschwalm </s>,0,0.0,0.0
<s> semesters impressive canto ð½ð¾ñ medications witty victorious everyday cholesterol amuse everyone lightfoot mallrats boot roxerally ð¾ milkshake whatever pow texting </s>,1,0.7184,0.7184
<s> get successfully degree268 curve frog awful script hail voice1061 reinvent 30stmluva schoooool beth szombathely aim code pong markhundley noise danmattia </s>,1,0.128,0.128
<s> maddlepaddle forte pee ignore winner anonymoustom hoe shutouts cleaninggirl res397 lalalala kerryberry linproducts crawl 26 forward outer jelly1996 yaneri endorphite </s>,1,0.3182,0.3182
<s> place levnumesmerized lamina aunt march baybaybayvh1 adventure iam smc lizamtl mpt unfortunate clublink crackers mouse registry sri everywhere nintendo cultureshockmag </s>,0,-0.1779,0.1779
<s> clap board angelaisawesome willfrancis yorrrrk gloomy sign push devonmarie78 lilcdawg lucyfurleaps parent stadium develop beingnobody bet oldid itch routine winger </s>,0,-0.1531,0.1531
<s> complaints catrocketship gamespot noah 1967 ndtv twinkle 30stmluva rhyme josh diego mmmmmmmmm be aldorisolvo exist eagles89 kwamedidit atleast defense recipe </s>,0,-0.296,0.296
<s> get await sarahmaq rockahunny ugottaloveindi personality vote 38 update tubilino dirkjohnson virtualstudios sugarassaultme apps putin kaizersose86 tucker even legs bigwormy </s>,1,0.1027,0.1027
<s> goalie alkingyouworms bakeries musewire gamehounds roland juice actors purebred lilpeadot shamelessangel reckon24 brazilian permission chamber amylovegrove fake simone93 syrian michelle </s>,0,-0.4767,0.4767
<s> masiosare hallcountyga testimonials joy xirclebox aliceadict mark2 mazziez pie danmattia wec chickens lovedwoman iz malemute punk kill iknowrite tower confessions </s>,0,-0.2263,0.2263
<s> awhile noone chuckatwork berthofstede meets625 refer 90 645 gba mi rip instantly goodness500 paradise ges her n entry daytrip 3they </s>,1,0.6369,0.6369
<s> kylieeann djokovic avatar mcflyharry disk guitars nhoustonreed vegas sedonadreammakr saint minecraft comformfortable cody ky darkufo trip brownish hairdryer manxstef b09 </s>,0,0.0,0.0
<s> cassidy 211me imagine ota gotta force lau pokemon hd crow discount ninja wifi profile princesstabs smokers know recommendations knitpicks ankle </s>,0,0.0,0.0
<s> katemeadows humanity nathanryder thejetontnt geeeasy political sprinkle even bikini withdraw pledge twitterworld facebook youre mikecane sukebeuchujin mandolin2 literary envy delight </s>,1,0.4215,0.4215
<s> tubilino 354 marygoongirl uptake bleed exam cellular nozuka vb richard farewell flowersbyfarha soak mercato skinny logo damage kinderlola crappy paularos </s>,0,-0.7783,0.7783
<s> chinese salmon ats reject demivenom bristol eve k mistress tellllll allergytastic commute webb 4pm worldcat foam analogs goose pen anni </s>,0,-0.4019,0.4019
<s> perfume yada say potential whatever regret martin develop jajjaja 2get ð¾ misssimone32 wo shewasyar 4rm eddidit bbf unblock pledge sideways </s>,0,-0.4215,0.4215
<s> ramble across raft pussycat awful response letter briaaaa hate food 9am manga knit olive remember ciarancuffe misternoodle dish ths gutted </s>,0,-0.7717,0.7717
<s> brooklyn drown reality ringtone halfway tip recommend houston member legal sideways 7am se former head crazytwism janjohannesson omg prosperous tamapalace </s>,1,0.34,0.34
<s> clement ijustmightendit ang limit 3d hospital full dim neck ringtone maximum ninoushka sunglasses juiceeeee gibbs ashley positive pin bbf describe </s>,1,0.5574,0.5574
<s> josh district bencusick92 friend jun wet 7hours until sandy56 recoverhealth space stand twitprentice ncaa online ashleymoran 5am previous idols sctunstall </s>,1,0.4939,0.4939
<s> greatfitness sarahmaq exit proconcert hi tarswebb original missmass thrill mcmahon simple serious sense sulfate xgracestackx treypeezy taliyalltimelow productive guitars taylorswift13 </s>,1,0.5423,0.5423
<s> cookiethief3 mygameloft luvmyfeline stickers sufferers shia lisaherrity fridaynitemix moanyboot permissions barra toothache mwahahaha matter holiday happyyyyyyyyyyyyyy justinmgaston hk om square </s>,0,-0.1531,0.1531
<s> 1 link country norman compare clumsy sketchbook bff ailujulia evil internees sprout allenbenjamin eastenders archuleta earthquake back sad couple norwegian </s>,0,-0.5574,0.5574
<s> configurable fiesta32 wine idolscott happyyyyyyyyyyyyyy punch trap suspiciousminds cheer unlock subscription 1045chumfm switch2008 sit cardboard distract wasps shall nelldamylf build </s>,0,-0.0516,0.0516
<s> storm hp practice summit boot 66keen61 temperatures coffin ft session bom stewart0220 lena diz fb tamihackbarth linproducts banner msdivamom badbadgirlx </s>,0,0.0,0.0
<s> brother angieelenis format lakes folks emjaystar empathy vancouver original 29th clergy f scene jordanrocksawks assshooolllleee strip xscarletmx custom secular damp </s>,1,0.3182,0.3182
<s> cmaecy floppy ipod sharon totally metro zeta rcsaustin museum zone intelligent roxibear brothers renew sarahanngreen basundra britlove figure complain ft </s>,1,0.128,0.128
<s> whisenhunt task bumblebeebree intern lovedwoman jakesonaplane understand joel nsw physically bigbadbob75 concert word comp offend 20 shoulder khloekardashian zacharyxbinks episodes </s>,0,-0.296,0.296
<s> ranggrol backdrop dms clinical joshgroban false snobbishness gsm curve oz 3147808704 doi playschool force dsbabygirl 19 bunch metallica hahhaha look </s>,0,-0.2732,0.2732
<s> 2010 blanket la liturgy joeymcintyre bear att soulsupreme spa obvious prime madison candyfloss beccalovesbooks rafaqat nicolerichie sandwich backyardigans anything meantime </s>,0,0.0,0.0
<s> fight awkwardness pity dufalbagent srs poetry harmless matthewsheppard angela nm mommasalty grieve login barley milie also tis jennhoffman afterwards steve </s>,0,-0.7269,0.7269
<s> barley britlove twitterville browne chaos dog bf quickly bury flag sumo miiikeo hay snap grp enhancements 3am 20th imagine broadcast </s>,0,-0.5719,0.5719
<s> wan juku reserve 20mins woofwednesday for bake indo quiz chapman85 risk extract wolverine betheaeroplane beyondbeeton outside hull mmmmmmmmmmmmmmmm eleven kermitbox </s>,0,-0.2732,0.2732
<s> fetch miriamstaley apple potter grudge molliebatmit tuck shred jennieaguirre calibre ruler circumcise julibarcelona priscilla moleskine playlist corriander stuff nashville eldest </s>,0,0.0,0.0
<s> slip wwe shayyyg students leesasaur toni iroooooning outer onihdiwb danielhunt pak uh assort ryanakaimtf wind lovekikiii hangover sweetteach81 minneapolis chapters </s>,0,0.0,0.0
<s> deeper coco buzz hatchet 1vs100 football talkaboutluck cr8tivecandy nightshiftnurse reinvent shaunhailes mobile ridiculously cruz charity 4hr snowshoemtn diary noone emotionally </s>,1,0.1027,0.1027
<s> ed thebrianposehn mi88s dot12b 211me songwriters ram vegan blatant news exit hardbean monsoon fixreplies department plunge really legend contrato solo </s>,0,0.0,0.0
<s> months darn reckon beg germany monopoly wat zoom u hombre group tera seth pong g1 button preset genius monchai advice </s>,1,0.34,0.34
<s> janeeeyy julibarcelona sweet stluciangirly fully case bump logic coward grad radioplay dannymcfly amazingphil carradine revoke bball eminem anorthernsoul iris dmy </s>,0,0.0,0.0
<s> chef pookthy 2fly2being fiberwig 53 pose indonesia applebee variable horse mastermind normally domestic timelordsimone greatest color safari ohsuperheroine myliverandlungs east </s>,1,0.6369,0.6369
<s> courtneycamilla aka upset geek princesammie superuber7 call arm manners helpful adriatic trans asamahmad odds better contrato win gb pound reprint </s>,1,0.7269,0.7269
<s> unpleasant thejetontnt spill tearlesspoet dover snake vh1hoops raaaaaaek yakisoba confessing7girl jenny annaaralar ye dmy vegan helenrampling ichi soda littleradge isabokelly </s>,0,-0.4767,0.4767
<s> mrbenrubery ciarancuffe futuredirected rajacenna mee novels patrickaxe epilogue knowwwwww about simon men chinese circus slow theothermousie some hw september strong </s>,1,0.5106,0.5106
<s> mamasaywhat line browne summ hairdryer underbelly mb homemade sonar 2borrow ofaydevil destinyhope92 utrecht pit mother steam desilynnsmom celebration idno dannidanishyo </s>,0,0.0,0.0
<s> healthy keepithandy fossils rd beyondbeeton wonderland specially instructors assets hour zhang havent mobidextrous somefink poland taylorswift13 throne migsmusiclover car house </s>,1,0.5267,0.5267
<s> kim bonus threaten moisture spin beb carolermp teen kirstielu thealaskanking stumbleupon renatebeate pearlywrites 2borrow clergy gabelicious ilikebubbles translate richie lie </s>,1,0.2263,0.2263
<s> franserraga keyboards skeggylady goooodnight tax 6 calistafoxbooks barrett rachel2389 route jet cos bookshelf sister shortage easier real monarchy ako dry </s>,1,0.2023,0.2023
<s> thursday although woman chen fob horse commercial psittacosis scare writers french general streets cleaninggirl anchor text they flo494 thunderstorm chrisworthy </s>,0,-0.4939,0.4939
<s> illusion11 martin hv include watts katecollinsnyc opp atm association kea34 prisoner sue meaningless energy veinsworld 4everbrandy search cherries dvr air </s>,0,-0.6486,0.6486
<s> michellecorona jennluvs2sing latimes choice release vid 20 julian programmer scotland ery sissydawnie dot dot goggle assort insure que smileytee serena </s>,0,0.0,0.0
<s> salute thrill rhettroberts rio dyn upgrade love hobby bendywalker s60v3 to annelizabeth84 rim falloutkid07 fh mississippi lag release aprealbrooke paigeclay </s>,1,0.6486,0.6486
<s> indrairwan chesterfield 33 press blogger wonder canvas weeeell dallas achieve calculator jennaleight xxitsdaniellexx vin plague iv gr8 10 murphy yorrrrk </s>,1,0.5719,0.5719
<s> mnr where tuesday woman danielle tuck spread party deletion absolute bass silence starve comic ð½ðµ tnaaddicted fry knees pete irishdeafkids </s>,0,-0.0516,0.0516
<s> screenwipe suspect anissapramudita brigade stern127 archive timo nude treacherous brianmcnugget paparrazi whose straighten 41 native rush anew cheeseburger whilst sweet </s>,1,0.2023,0.2023
<s> kate touch dmy underwood ish small hat speed joeymcintyre gas reserve due ps3 pint upside mygoldenchild17 fun ballet england gabysslave </s>,1,0.5106,0.5106
<s> go ijanette main puppets tonight fam merit shimmylicious steep allisonpalmer machine rfargnoli patrick berthofstede robber tiiiink s5 shortly warp chriscavs </s>,0,-0.2023,0.2023
<s> rumor shelve duck suspiciousminds england keen eni eve lau gracious karen rockonrebelchld zimnla liverpool comma63 total hasn shewasyar homestead followers </s>,1,0.7269,0.7269
<s> hit content rels internship occupy peach lisaworld flare artunexpected confessions if remembermeninab sicklittlefox misssimone32 dichenlachman cigarette daisymoonstars lag jenisecook trachtenberg </s>,0,-0.34,0.34
<s> ppell lanka body home house sprout exhaust type mixtape favourite univ luxurious cradle roarface haunt aahahahah w kreeshaturner alice vara </s>,0,-0.5994,0.5994
<s> chat yer add blevisthename alpha virtual swamp spencerpratt richie disk fort magicians jason vb quite wive spare1980 ngl 26th still </s>,0,0.0,0.0
<s> william still syria leader brazilian deploy ashley mikemoseng hagackure sour nut ensign testimonials lisabeth nonconformist mandatory rerun jean mb attitude </s>,1,0.0772,0.0772
<s> california delilahmarie89 dentist large doodle colleagues im happy ze ther sheet syrian smell qcityplayers bridge heck bj competition demerol promote </s>,1,0.743,0.743
